bank_id,course_family,course_profile,unit,section,destination,destination_group,destination_slot,retrieval_role,dok,learning_target,i_can,framework_alignment,item_type,answer_type,figure_files,source_basis,notes
U1-FA-D1-04-V5,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D1-04-V5,unit-to-date,1,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",short_answer,classification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Continuity and Asymptote Vocabulary Check; Eligible After Section 1.5; parallel version 5 of 8; secure source item.
U1-FA-D1-04-V6,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D1-04-V6,unit-to-date,1,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",short_answer,classification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Continuity and Asymptote Vocabulary Check; Eligible After Section 1.5; parallel version 6 of 8; secure source item.
U1-FA-D1-04-V7,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D1-04-V7,unit-to-date,1,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",short_answer,classification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Continuity and Asymptote Vocabulary Check; Eligible After Section 1.5; parallel version 7 of 8; secure source item.
U1-FA-D1-04-V8,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D1-04-V8,unit-to-date,1,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",short_answer,classification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Continuity and Asymptote Vocabulary Check; Eligible After Section 1.5; parallel version 8 of 8; secure source item.
U1-FA-D2-01-V1,MATH,MATH_AP_CALCULUS,1,1.2,formative,assessment_source,D2-01-V1,unit-to-date,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",graph_table_application,explanation,u1_fa_d2_01_v1_graph_table_match.png,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Graph-Table Limit Match; Eligible After Section 1.2; parallel version 1 of 8; secure source item.
U1-FA-D2-01-V2,MATH,MATH_AP_CALCULUS,1,1.2,formative,assessment_source,D2-01-V2,unit-to-date,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",graph_table_application,explanation,u1_fa_d2_01_v2_graph_table_match.png,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Graph-Table Limit Match; Eligible After Section 1.2; parallel version 2 of 8; secure source item.
U1-FA-D2-01-V3,MATH,MATH_AP_CALCULUS,1,1.2,formative,assessment_source,D2-01-V3,unit-to-date,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",graph_table_application,explanation,u1_fa_d2_01_v3_graph_table_match.png,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Graph-Table Limit Match; Eligible After Section 1.2; parallel version 3 of 8; secure source item.
U1-FA-D2-01-V4,MATH,MATH_AP_CALCULUS,1,1.2,formative,assessment_source,D2-01-V4,unit-to-date,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",graph_table_application,explanation,u1_fa_d2_01_v4_graph_table_match.png,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Graph-Table Limit Match; Eligible After Section 1.2; parallel version 4 of 8; secure source item.
U1-FA-D2-01-V5,MATH,MATH_AP_CALCULUS,1,1.2,formative,assessment_source,D2-01-V5,unit-to-date,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",graph_table_application,explanation,u1_fa_d2_01_v5_graph_table_match.png,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Graph-Table Limit Match; Eligible After Section 1.2; parallel version 5 of 8; secure source item.
U1-FA-D2-01-V6,MATH,MATH_AP_CALCULUS,1,1.2,formative,assessment_source,D2-01-V6,unit-to-date,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",graph_table_application,explanation,u1_fa_d2_01_v6_graph_table_match.png,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Graph-Table Limit Match; Eligible After Section 1.2; parallel version 6 of 8; secure source item.
U1-FA-D2-01-V7,MATH,MATH_AP_CALCULUS,1,1.2,formative,assessment_source,D2-01-V7,unit-to-date,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",graph_table_application,explanation,u1_fa_d2_01_v7_graph_table_match.png,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Graph-Table Limit Match; Eligible After Section 1.2; parallel version 7 of 8; secure source item.
U1-FA-D2-01-V8,MATH,MATH_AP_CALCULUS,1,1.2,formative,assessment_source,D2-01-V8,unit-to-date,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","AP Topics 1.3, 1.4, 1.9",graph_table_application,explanation,u1_fa_d2_01_v8_graph_table_match.png,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Graph-Table Limit Match; Eligible After Section 1.2; parallel version 8 of 8; secure source item.
U1-FA-D2-02-V1,MATH,MATH_AP_CALCULUS,1,1.3,formative,assessment_source,D2-02-V1,unit-to-date,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",multipart_method_application,exact_and_method,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Method Selection for Algebraic Limits; Eligible After Section 1.3; parallel version 1 of 8; secure source item.
U1-FA-D2-02-V2,MATH,MATH_AP_CALCULUS,1,1.3,formative,assessment_source,D2-02-V2,unit-to-date,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",multipart_method_application,exact_and_method,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Method Selection for Algebraic Limits; Eligible After Section 1.3; parallel version 2 of 8; secure source item.
U1-FA-D2-02-V3,MATH,MATH_AP_CALCULUS,1,1.3,formative,assessment_source,D2-02-V3,unit-to-date,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",multipart_method_application,exact_and_method,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Method Selection for Algebraic Limits; Eligible After Section 1.3; parallel version 3 of 8; secure source item.
U1-FA-D2-02-V4,MATH,MATH_AP_CALCULUS,1,1.3,formative,assessment_source,D2-02-V4,unit-to-date,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",multipart_method_application,exact_and_method,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Method Selection for Algebraic Limits; Eligible After Section 1.3; parallel version 4 of 8; secure source item.
U1-FA-D2-02-V5,MATH,MATH_AP_CALCULUS,1,1.3,formative,assessment_source,D2-02-V5,unit-to-date,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",multipart_method_application,exact_and_method,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Method Selection for Algebraic Limits; Eligible After Section 1.3; parallel version 5 of 8; secure source item.
U1-FA-D2-02-V6,MATH,MATH_AP_CALCULUS,1,1.3,formative,assessment_source,D2-02-V6,unit-to-date,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",multipart_method_application,exact_and_method,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Method Selection for Algebraic Limits; Eligible After Section 1.3; parallel version 6 of 8; secure source item.
U1-FA-D2-02-V7,MATH,MATH_AP_CALCULUS,1,1.3,formative,assessment_source,D2-02-V7,unit-to-date,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",multipart_method_application,exact_and_method,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Method Selection for Algebraic Limits; Eligible After Section 1.3; parallel version 7 of 8; secure source item.
U1-FA-D2-02-V8,MATH,MATH_AP_CALCULUS,1,1.3,formative,assessment_source,D2-02-V8,unit-to-date,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",multipart_method_application,exact_and_method,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Method Selection for Algebraic Limits; Eligible After Section 1.3; parallel version 8 of 8; secure source item.
U1-FA-D2-03-V1,MATH,MATH_AP_CALCULUS,1,1.4,formative,assessment_source,D2-03-V1,unit-to-date,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",piecewise_application,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Piecewise Continuity Application; Eligible After Section 1.4; parallel version 1 of 8; secure source item.
U1-FA-D2-03-V2,MATH,MATH_AP_CALCULUS,1,1.4,formative,assessment_source,D2-03-V2,unit-to-date,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",piecewise_application,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Piecewise Continuity Application; Eligible After Section 1.4; parallel version 2 of 8; secure source item.
U1-FA-D2-03-V3,MATH,MATH_AP_CALCULUS,1,1.4,formative,assessment_source,D2-03-V3,unit-to-date,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",piecewise_application,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Piecewise Continuity Application; Eligible After Section 1.4; parallel version 3 of 8; secure source item.
U1-FA-D2-03-V4,MATH,MATH_AP_CALCULUS,1,1.4,formative,assessment_source,D2-03-V4,unit-to-date,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",piecewise_application,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Piecewise Continuity Application; Eligible After Section 1.4; parallel version 4 of 8; secure source item.
U1-FA-D2-03-V5,MATH,MATH_AP_CALCULUS,1,1.4,formative,assessment_source,D2-03-V5,unit-to-date,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",piecewise_application,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Piecewise Continuity Application; Eligible After Section 1.4; parallel version 5 of 8; secure source item.
U1-FA-D2-03-V6,MATH,MATH_AP_CALCULUS,1,1.4,formative,assessment_source,D2-03-V6,unit-to-date,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",piecewise_application,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Piecewise Continuity Application; Eligible After Section 1.4; parallel version 6 of 8; secure source item.
U1-FA-D2-03-V7,MATH,MATH_AP_CALCULUS,1,1.4,formative,assessment_source,D2-03-V7,unit-to-date,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",piecewise_application,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Piecewise Continuity Application; Eligible After Section 1.4; parallel version 7 of 8; secure source item.
U1-FA-D2-03-V8,MATH,MATH_AP_CALCULUS,1,1.4,formative,assessment_source,D2-03-V8,unit-to-date,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",piecewise_application,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Piecewise Continuity Application; Eligible After Section 1.4; parallel version 8 of 8; secure source item.
U1-FA-D2-04-V1,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D2-04-V1,unit-to-date,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",application_constructed,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Asymptote and IVT Application; Eligible After Section 1.5; parallel version 1 of 8; secure source item.
U1-FA-D2-04-V2,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D2-04-V2,unit-to-date,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",application_constructed,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Asymptote and IVT Application; Eligible After Section 1.5; parallel version 2 of 8; secure source item.
U1-FA-D2-04-V3,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D2-04-V3,unit-to-date,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",application_constructed,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Asymptote and IVT Application; Eligible After Section 1.5; parallel version 3 of 8; secure source item.
U1-FA-D2-04-V4,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D2-04-V4,unit-to-date,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",application_constructed,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Asymptote and IVT Application; Eligible After Section 1.5; parallel version 4 of 8; secure source item.
U1-FA-D2-04-V5,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D2-04-V5,unit-to-date,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",application_constructed,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Asymptote and IVT Application; Eligible After Section 1.5; parallel version 5 of 8; secure source item.
U1-FA-D2-04-V6,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D2-04-V6,unit-to-date,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",application_constructed,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Asymptote and IVT Application; Eligible After Section 1.5; parallel version 6 of 8; secure source item.
U1-FA-D2-04-V7,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D2-04-V7,unit-to-date,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",application_constructed,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Asymptote and IVT Application; Eligible After Section 1.5; parallel version 7 of 8; secure source item.
U1-FA-D2-04-V8,MATH,MATH_AP_CALCULUS,1,1.5,formative,assessment_source,D2-04-V8,unit-to-date,2,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","AP Topics 1.14, 1.15, 1.16",application_constructed,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Asymptote and IVT Application; Eligible After Section 1.5; parallel version 8 of 8; secure source item.
U1-FA-D3-01-V1,MATH,MATH_AP_CALCULUS,1,1.3,formative,assessment_source,D3-01-V1,unit-to-date,3,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",strategy_comparison,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Competing Limit Strategies; Eligible After Section 1.3; parallel version 1 of 8; secure source item.
U1-FA-D3-01-V2,MATH,MATH_AP_CALCULUS,1,1.3,formative,assessment_source,D3-01-V2,unit-to-date,3,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",strategy_comparison,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Competing Limit Strategies; Eligible After Section 1.3; parallel version 2 of 8; secure source item.
U1-FA-D3-01-V3,MATH,MATH_AP_CALCULUS,1,1.3,formative,assessment_source,D3-01-V3,unit-to-date,3,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",strategy_comparison,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Competing Limit Strategies; Eligible After Section 1.3; parallel version 3 of 8; secure source item.
U1-FA-D3-01-V4,MATH,MATH_AP_CALCULUS,1,1.3,formative,assessment_source,D3-01-V4,unit-to-date,3,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",strategy_comparison,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Competing Limit Strategies; Eligible After Section 1.3; parallel version 4 of 8; secure source item.
U1-FA-D3-01-V5,MATH,MATH_AP_CALCULUS,1,1.3,formative,assessment_source,D3-01-V5,unit-to-date,3,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",strategy_comparison,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Competing Limit Strategies; Eligible After Section 1.3; parallel version 5 of 8; secure source item.
U1-FA-D3-01-V6,MATH,MATH_AP_CALCULUS,1,1.3,formative,assessment_source,D3-01-V6,unit-to-date,3,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",strategy_comparison,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Competing Limit Strategies; Eligible After Section 1.3; parallel version 6 of 8; secure source item.
U1-FA-D3-01-V7,MATH,MATH_AP_CALCULUS,1,1.3,formative,assessment_source,D3-01-V7,unit-to-date,3,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",strategy_comparison,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Competing Limit Strategies; Eligible After Section 1.3; parallel version 7 of 8; secure source item.
U1-FA-D3-01-V8,MATH,MATH_AP_CALCULUS,1,1.3,formative,assessment_source,D3-01-V8,unit-to-date,3,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",strategy_comparison,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Competing Limit Strategies; Eligible After Section 1.3; parallel version 8 of 8; secure source item.
U1-FA-D3-02-V1,MATH,MATH_AP_CALCULUS,1,1.4,formative,assessment_source,D3-02-V1,unit-to-date,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",claim_critique,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Continuity Claim Critique; Eligible After Section 1.4; parallel version 1 of 8; secure source item.
U1-FA-D3-02-V2,MATH,MATH_AP_CALCULUS,1,1.4,formative,assessment_source,D3-02-V2,unit-to-date,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",claim_critique,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Continuity Claim Critique; Eligible After Section 1.4; parallel version 2 of 8; secure source item.
U1-FA-D3-02-V3,MATH,MATH_AP_CALCULUS,1,1.4,formative,assessment_source,D3-02-V3,unit-to-date,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",claim_critique,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Continuity Claim Critique; Eligible After Section 1.4; parallel version 3 of 8; secure source item.
U1-FA-D3-02-V4,MATH,MATH_AP_CALCULUS,1,1.4,formative,assessment_source,D3-02-V4,unit-to-date,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",claim_critique,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Continuity Claim Critique; Eligible After Section 1.4; parallel version 4 of 8; secure source item.
U1-FA-D3-02-V5,MATH,MATH_AP_CALCULUS,1,1.4,formative,assessment_source,D3-02-V5,unit-to-date,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",claim_critique,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Assessment-plan family: Continuity Claim Critique; Eligible After Section 1.4; parallel version 5 of 8; secure source item.
