bank_id,pm_family,course,unit,section,destination,destination_group,destination_slot,retrieval_stage_or_scope,mastery_goal_id,evidence_point_id,summative_version,blueprint_slot_id,question_family_id,variation_mode,task_architecture,dok,learning_target,i_can,practice_standard,item_type,answer_type,security_level,estimated_time_sec,figure_files,figure_source,graph_tool_type,source_basis,notes
U1-S5-PS3-Q14,AP/SCI,AP Calculus AB,1,1.5,Practice Set 3,Practice Set,Q14,current-section,U1-MG04,,,,U1-S5-P-IVT,reasoning_shift,,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS3-Q15,AP/SCI,AP Calculus AB,1,1.5,Practice Set 3,Practice Set,Q15,current-section,U1-MG04,,,,U1-S5-P-IVT,reasoning_shift,,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Calculator and Non-Calculator Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS3-Q16,AP/SCI,AP Calculus AB,1,1.5,Practice Set 3,Practice Set,Q16,current-section,U1-MG04,,,,U1-S5-P-IVT,reasoning_shift,,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS3-Q17,AP/SCI,AP Calculus AB,1,1.5,Practice Set 3,Practice Set,Q17,current-section,U1-MG04,,,,U1-S5-P-IVTERR,reasoning_shift,,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S5-PS3-Q18,AP/SCI,AP Calculus AB,1,1.5,Practice Set 3,Practice Set,Q18,current-section,U1-MG04,,,,U1-S5-P-IVTERR,reasoning_shift,,3,"Interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.","I can interpret infinite limits and limits at infinity to identify asymptotic behavior, and apply the Intermediate Value Theorem when its hypotheses are satisfied.",Modeling,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q01,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q01,current-section,U1-MG01,,,,U1-S1-P-TAB,representation_shift,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Interpretation Across Representations,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q02,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q02,current-section,U1-MG01,,,,U1-S1-P-TAB,representation_shift,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q03,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q03,current-section,U1-MG01,,,,U1-S1-P-TAB,representation_shift,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Calculator and Non-Calculator Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q04,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q04,current-section,U1-MG01,,,,U1-S1-P-TAB,representation_shift,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Interpretation Across Representations,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q05,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q05,current-section,U1-MG01,,,,U1-S1-P-SECANT,routine_procedural_numeric,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q06,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q06,current-section,U1-MG01,,,,U1-S1-P-SECANT,routine_procedural_numeric,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Calculator and Non-Calculator Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q07,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q07,current-section,U1-MG01,,,,U1-S1-P-SECANT,routine_procedural_numeric,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Interpretation Across Representations,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q08,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q08,current-section,U1-MG01,,,,U1-S1-P-SECANT,routine_procedural_numeric,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q09,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q09,current-section,U1-MG01,,,,U1-S1-P-MEAN,conceptual_reword,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Calculator and Non-Calculator Reasoning,multiple-choice,selected response,instructional,75,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q10,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q10,current-section,U1-MG01,,,,U1-S1-P-MEAN,conceptual_reword,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Interpretation Across Representations,multiple-choice,selected response,instructional,75,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q11,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q11,current-section,U1-MG01,,,,U1-S1-P-MEAN,conceptual_reword,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Notation and Mathematical Communication,multiple-choice,selected response,instructional,75,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q12,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q12,current-section,U1-MG01,,,,U1-S1-P-MEAN,conceptual_reword,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Calculator and Non-Calculator Reasoning,multiple-choice,selected response,instructional,75,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q13,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q13,current-section,U1-MG01,,,,U1-S1-P-NOTATION,conceptual_reword,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Interpretation Across Representations,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q14,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q14,current-section,U1-MG01,,,,U1-S1-P-NOTATION,conceptual_reword,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q15,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q15,current-section,U1-MG01,,,,U1-S1-P-NOTATION,conceptual_reword,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Calculator and Non-Calculator Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q16,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q16,current-section,U1-MG01,,,,U1-S1-P-MISCON,reasoning_shift,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Interpretation Across Representations,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q17,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q17,current-section,U1-MG01,,,,U1-S1-P-MISCON,reasoning_shift,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S1-XP-Q18,AP/SCI,AP Calculus AB,1,1.1,Extra Practice,Extra Practice,Q18,current-section,U1-MG01,,,,U1-S1-P-MISCON,reasoning_shift,,2,Relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,I can relate average versus instantaneous change to the idea of a limit and read and interpret limit notation.,Calculator and Non-Calculator Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q01,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q01,current-section,U1-MG01,,,,U1-S2-P-ONESIDED,representation_shift,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Interpretation Across Representations,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q02,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q02,current-section,U1-MG01,,,,U1-S2-P-ONESIDED,representation_shift,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Calculator and Non-Calculator Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q03,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q03,current-section,U1-MG01,,,,U1-S2-P-ONESIDED,representation_shift,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q04,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q04,current-section,U1-MG01,,,,U1-S2-P-ONESIDED,representation_shift,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q05,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q05,current-section,U1-MG01,,,,U1-S2-P-ONESIDED,representation_shift,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Interpretation Across Representations,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q06,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q06,current-section,U1-MG01,,,,U1-S2-P-TABLE,representation_shift,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Calculator and Non-Calculator Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q07,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q07,current-section,U1-MG01,,,,U1-S2-P-TABLE,representation_shift,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q08,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q08,current-section,U1-MG01,,,,U1-S2-P-TABLE,representation_shift,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q09,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q09,current-section,U1-MG01,,,,U1-S2-P-TABLE,representation_shift,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Interpretation Across Representations,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q10,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q10,current-section,U1-MG01,,,,U1-S2-P-VALUE,mixed,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Calculator and Non-Calculator Reasoning,multiple-choice,selected response,instructional,75,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q11,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q11,current-section,U1-MG01,,,,U1-S2-P-VALUE,mixed,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Analytical Strategy Selection,multiple-choice,selected response,instructional,75,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q12,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q12,current-section,U1-MG01,,,,U1-S2-P-VALUE,mixed,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Notation and Mathematical Communication,multiple-choice,selected response,instructional,75,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q13,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q13,current-section,U1-MG01,,,,U1-S2-P-VALUE,mixed,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Interpretation Across Representations,multiple-choice,selected response,instructional,75,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q14,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q14,current-section,U1-MG01,,,,U1-S2-P-DIRECTION,conceptual_reword,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Calculator and Non-Calculator Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q15,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q15,current-section,U1-MG01,,,,U1-S2-P-DIRECTION,conceptual_reword,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q16,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q16,current-section,U1-MG01,,,,U1-S2-P-DIRECTION,conceptual_reword,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q17,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q17,current-section,U1-MG01,,,,U1-S2-P-ERROR,reasoning_shift,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Interpretation Across Representations,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S2-XP-Q18,AP/SCI,AP Calculus AB,1,1.2,Extra Practice,Extra Practice,Q18,current-section,U1-MG01,,,,U1-S2-P-ERROR,reasoning_shift,,2,"Determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.","I can determine one-sided and two-sided limits from graphs and tables, including when a limit does not exist.",Calculator and Non-Calculator Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q01,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q01,current-section,U1-MG02,,,,U1-S3-P-SUB,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q02,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q02,current-section,U1-MG02,,,,U1-S3-P-SUB,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q03,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q03,current-section,U1-MG02,,,,U1-S3-P-SUB,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q04,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q04,current-section,U1-MG02,,,,U1-S3-P-SUB,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Critique of Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q05,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q05,current-section,U1-MG02,,,,U1-S3-P-FACT,routine_procedural_structure,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q06,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q06,current-section,U1-MG02,,,,U1-S3-P-FACT,routine_procedural_structure,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q07,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q07,current-section,U1-MG02,,,,U1-S3-P-FACT,routine_procedural_structure,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q08,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q08,current-section,U1-MG02,,,,U1-S3-P-FACT,routine_procedural_structure,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Critique of Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q09,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q09,current-section,U1-MG02,,,,U1-S3-P-CONJ,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q10,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q10,current-section,U1-MG02,,,,U1-S3-P-CONJ,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q11,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q11,current-section,U1-MG02,,,,U1-S3-P-CONJ,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q12,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q12,current-section,U1-MG02,,,,U1-S3-P-TRIG,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Critique of Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q13,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q13,current-section,U1-MG02,,,,U1-S3-P-TRIG,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q14,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q14,current-section,U1-MG02,,,,U1-S3-P-TRIG,routine_procedural_numeric,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q15,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q15,current-section,U1-MG02,,,,U1-S3-P-SQUEEZE,reasoning_shift,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Notation and Mathematical Communication,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q16,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q16,current-section,U1-MG02,,,,U1-S3-P-SQUEEZE,reasoning_shift,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Critique of Reasoning,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q17,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q17,current-section,U1-MG02,,,,U1-S3-P-ERROR,reasoning_shift,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Justification and Theorem Conditions,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
U1-S3-XP-Q18,AP/SCI,AP Calculus AB,1,1.3,Extra Practice,Extra Practice,Q18,current-section,U1-MG02,,,,U1-S3-P-ERROR,reasoning_shift,,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.",Analytical Strategy Selection,constructed-response,short response,instructional,90,,,,Framework + Unit 1 Assessment Plan + AP Topic style reference,
