bank_id,course_family,unit,section,destination,destination_group,destination_slot,spiral_role,dok,learning_target,i_can,framework_alignment,item_type,answer_type,figure_files,source_basis,notes
U7-S3-WU2-L01,MATH,7,7.3,warm_up_2,warm_up,wu2_l01,last,2,"Sketch and interpret slope fields, connect local slope behavior to differential equations, and reason about solution curves graphically.",I can retrieve recent learning.,AP Topic 7.6,solution_curve_initial_direction,text,u7_s3_wu2_l01_solution_tendency.png,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-WU2-M01,MATH,7,7.3,warm_up_2,warm_up,wu2_m01,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.6,graph_sign_retrieval,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-WU3-C01,MATH,7,7.3,warm_up_3,warm_up,wu3_c01,current,1,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,separation_notation,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-WU3-L01,MATH,7,7.3,warm_up_3,warm_up,wu3_l01,last,1,"Sketch and interpret slope fields, connect local slope behavior to differential equations, and reason about solution curves graphically.",I can retrieve recent learning.,AP Topic 7.6,local_slope_from_de,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-WU3-M01,MATH,7,7.3,warm_up_3,warm_up,wu3_m01,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.6,units_retrieval,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-ET-A-C01,MATH,7,7.3,exit_ticket_a,exit_ticket,et_a_c01,current,3,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,lost_equilibrium_solutions,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-ET-A-C02,MATH,7,7.3,exit_ticket_a,exit_ticket,et_a_c02,current,3,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,separation_solution_critique,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-ET-A-L01,MATH,7,7.3,exit_ticket_a,exit_ticket,et_a_l01,last,2,"Sketch and interpret slope fields, connect local slope behavior to differential equations, and reason about solution curves graphically.",I can retrieve recent learning.,AP Topic 7.6,slope_field_horizontal_locus,line,u7_s3_et_a_l01_slope_field.png,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-ET-A-M01,MATH,7,7.3,exit_ticket_a,exit_ticket,et_a_m01,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.6,units_retrieval,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-ET-B-C01,MATH,7,7.3,exit_ticket_b,exit_ticket,et_b_c01,current,3,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,separation_solution_critique,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-ET-B-C02,MATH,7,7.3,exit_ticket_b,exit_ticket,et_b_c02,current,2,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,separable_xy,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-ET-B-L01,MATH,7,7.3,exit_ticket_b,exit_ticket,et_b_l01,last,1,"Sketch and interpret slope fields, connect local slope behavior to differential equations, and reason about solution curves graphically.",I can retrieve recent learning.,AP Topic 7.6,local_slope_from_de,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-ET-B-M01,MATH,7,7.3,exit_ticket_b,exit_ticket,et_b_m01,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.6,derivative_relationship_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-ET-C-C01,MATH,7,7.3,exit_ticket_c,exit_ticket,et_c_c01,current,2,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,separable_xy,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-ET-C-C02,MATH,7,7.3,exit_ticket_c,exit_ticket,et_c_c02,current,2,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.","I can separate variables correctly, integrate both sides, include constants, recognize possible lost equilibrium solutions, and compare equivalent implicit or explicit forms.",AP Topic 7.6,separable_exponential_family,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-ET-C-L01,MATH,7,7.3,exit_ticket_c,exit_ticket,et_c_l01,last,2,"Sketch and interpret slope fields, connect local slope behavior to differential equations, and reason about solution curves graphically.",I can retrieve recent learning.,AP Topic 7.6,solution_curve_initial_direction,text,u7_s3_et_c_l01_solution_tendency.png,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S3-ET-C-M01,MATH,7,7.3,exit_ticket_c,exit_ticket,et_c_m01,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.6,function_notation_retrieval,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-CYU-C01,MATH,7,7.4,cyu,cyu,c01,current,1,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,initial_condition_constant,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-CYU-C02,MATH,7,7.4,cyu,cyu,c02,current,2,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,particular_separable_implicit,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-CYU-L01,MATH,7,7.4,cyu,cyu,l01,last,3,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.",I can retrieve recent learning.,AP Topic 7.7,separation_solution_critique,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-CYU-L02,MATH,7,7.4,cyu,cyu,l02,last,2,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.",I can retrieve recent learning.,AP Topic 7.7,separable_xy,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-CYU-M01,MATH,7,7.4,cyu,cyu,m01,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.7,limit_retrieval,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-CYU-M02,MATH,7,7.4,cyu,cyu,m02,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.7,derivative_relationship_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-WU1-C01,MATH,7,7.4,warm_up_1,warm_up,wu1_c01,current,3,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,initial_condition_sequence_critique,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-WU1-L01,MATH,7,7.4,warm_up_1,warm_up,wu1_l01,last,1,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.",I can retrieve recent learning.,AP Topic 7.7,separation_notation,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-WU1-M01,MATH,7,7.4,warm_up_1,warm_up,wu1_m01,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.7,antiderivative_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-WU2-C01,MATH,7,7.4,warm_up_2,warm_up,wu2_c01,current,2,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,particular_branch_selection,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-WU2-L01,MATH,7,7.4,warm_up_2,warm_up,wu2_l01,last,2,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.",I can retrieve recent learning.,AP Topic 7.7,separable_inverse_tangent,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-WU2-M01,MATH,7,7.4,warm_up_2,warm_up,wu2_m01,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.7,graph_sign_retrieval,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-WU3-C01,MATH,7,7.4,warm_up_3,warm_up,wu3_c01,current,1,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,general_particular_distinction,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-WU3-L01,MATH,7,7.4,warm_up_3,warm_up,wu3_l01,last,2,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.",I can retrieve recent learning.,AP Topic 7.7,separable_exponential_family,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-WU3-M01,MATH,7,7.4,warm_up_3,warm_up,wu3_m01,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.7,units_retrieval,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-ET-A-C01,MATH,7,7.4,exit_ticket_a,exit_ticket,et_a_c01,current,2,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,particular_branch_selection,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-ET-A-C02,MATH,7,7.4,exit_ticket_a,exit_ticket,et_a_c02,current,3,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,initial_condition_sequence_critique,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-ET-A-L01,MATH,7,7.4,exit_ticket_a,exit_ticket,et_a_l01,last,2,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.",I can retrieve recent learning.,AP Topic 7.7,separable_xy,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-ET-A-M01,MATH,7,7.4,exit_ticket_a,exit_ticket,et_a_m01,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.7,units_retrieval,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-ET-B-C01,MATH,7,7.4,exit_ticket_b,exit_ticket,et_b_c01,current,3,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,initial_condition_sequence_critique,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-ET-B-C02,MATH,7,7.4,exit_ticket_b,exit_ticket,et_b_c02,current,2,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,particular_exponential_from_family,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-ET-B-L01,MATH,7,7.4,exit_ticket_b,exit_ticket,et_b_l01,last,2,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.",I can retrieve recent learning.,AP Topic 7.7,separable_exponential_family,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-ET-B-M01,MATH,7,7.4,exit_ticket_b,exit_ticket,et_b_m01,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.7,derivative_relationship_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-ET-C-C01,MATH,7,7.4,exit_ticket_c,exit_ticket,et_c_c01,current,2,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,particular_exponential_from_family,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-ET-C-C02,MATH,7,7.4,exit_ticket_c,exit_ticket,et_c_c02,current,1,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can use an initial condition to select one member of a solution family and express the requested particular solution with an appropriate branch or form.,AP Topic 7.7,initial_condition_constant,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-ET-C-L01,MATH,7,7.4,exit_ticket_c,exit_ticket,et_c_l01,last,2,"Solve separable differential equations by separating variables, integrating both sides, and managing constants of integration across equivalent solution forms.",I can retrieve recent learning.,AP Topic 7.7,separable_inverse_tangent,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S4-ET-C-M01,MATH,7,7.4,exit_ticket_c,exit_ticket,et_c_m01,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.7,function_notation_retrieval,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-CYU-C01,MATH,7,7.5,cyu,cyu,c01,current,2,Model and interpret exponential growth and decay from differential equations in contextual situations.,"I can build exponential growth or decay models from proportional-rate relationships and interpret the sign, units, parameters, and solution behavior in context.",AP Topic 7.8,exponential_parameter_from_data,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-CYU-C02,MATH,7,7.5,cyu,cyu,c02,current,2,Model and interpret exponential growth and decay from differential equations in contextual situations.,"I can build exponential growth or decay models from proportional-rate relationships and interpret the sign, units, parameters, and solution behavior in context.",AP Topic 7.8,half_life_parameter,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-CYU-L01,MATH,7,7.5,cyu,cyu,l01,last,3,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can retrieve recent learning.,AP Topic 7.8,initial_condition_sequence_critique,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-CYU-L02,MATH,7,7.5,cyu,cyu,l02,last,2,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can retrieve recent learning.,AP Topic 7.8,particular_exponential_from_family,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-CYU-M01,MATH,7,7.5,cyu,cyu,m01,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.8,limit_retrieval,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-CYU-M02,MATH,7,7.5,cyu,cyu,m02,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.8,derivative_relationship_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-WU1-C01,MATH,7,7.5,warm_up_1,warm_up,wu1_c01,current,3,Model and interpret exponential growth and decay from differential equations in contextual situations.,"I can build exponential growth or decay models from proportional-rate relationships and interpret the sign, units, parameters, and solution behavior in context.",AP Topic 7.8,exponential_vs_linear_critique,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-WU1-L01,MATH,7,7.5,warm_up_1,warm_up,wu1_l01,last,1,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can retrieve recent learning.,AP Topic 7.8,general_particular_distinction,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-WU1-M01,MATH,7,7.5,warm_up_1,warm_up,wu1_m01,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.8,antiderivative_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-WU2-C01,MATH,7,7.5,warm_up_2,warm_up,wu2_c01,current,2,Model and interpret exponential growth and decay from differential equations in contextual situations.,"I can build exponential growth or decay models from proportional-rate relationships and interpret the sign, units, parameters, and solution behavior in context.",AP Topic 7.8,exponential_graph_interpretation,text,u7_s5_wu2_c01_exponential_graph.png,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-WU2-L01,MATH,7,7.5,warm_up_2,warm_up,wu2_l01,last,2,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can retrieve recent learning.,AP Topic 7.8,particular_separable_implicit,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-WU2-M01,MATH,7,7.5,warm_up_2,warm_up,wu2_m01,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.8,graph_sign_retrieval,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-WU3-C01,MATH,7,7.5,warm_up_3,warm_up,wu3_c01,current,2,Model and interpret exponential growth and decay from differential equations in contextual situations.,"I can build exponential growth or decay models from proportional-rate relationships and interpret the sign, units, parameters, and solution behavior in context.",AP Topic 7.8,exponential_parameter_interpretation,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-WU3-L01,MATH,7,7.5,warm_up_3,warm_up,wu3_l01,last,1,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can retrieve recent learning.,AP Topic 7.8,initial_condition_constant,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-WU3-M01,MATH,7,7.5,warm_up_3,warm_up,wu3_m01,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.8,units_retrieval,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-ET-A-C01,MATH,7,7.5,exit_ticket_a,exit_ticket,et_a_c01,current,2,Model and interpret exponential growth and decay from differential equations in contextual situations.,"I can build exponential growth or decay models from proportional-rate relationships and interpret the sign, units, parameters, and solution behavior in context.",AP Topic 7.8,exponential_graph_interpretation,text,u7_s5_et_a_c01_exponential_graph.png,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-ET-A-C02,MATH,7,7.5,exit_ticket_a,exit_ticket,et_a_c02,current,3,Model and interpret exponential growth and decay from differential equations in contextual situations.,"I can build exponential growth or decay models from proportional-rate relationships and interpret the sign, units, parameters, and solution behavior in context.",AP Topic 7.8,exponential_vs_linear_critique,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-ET-A-L01,MATH,7,7.5,exit_ticket_a,exit_ticket,et_a_l01,last,2,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can retrieve recent learning.,AP Topic 7.8,particular_exponential_from_family,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-ET-A-M01,MATH,7,7.5,exit_ticket_a,exit_ticket,et_a_m01,mastery,1,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.8,units_retrieval,text,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-ET-B-C01,MATH,7,7.5,exit_ticket_b,exit_ticket,et_b_c01,current,3,Model and interpret exponential growth and decay from differential equations in contextual situations.,"I can build exponential growth or decay models from proportional-rate relationships and interpret the sign, units, parameters, and solution behavior in context.",AP Topic 7.8,exponential_vs_linear_critique,constructed_response,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-ET-B-C02,MATH,7,7.5,exit_ticket_b,exit_ticket,et_b_c02,current,2,Model and interpret exponential growth and decay from differential equations in contextual situations.,"I can build exponential growth or decay models from proportional-rate relationships and interpret the sign, units, parameters, and solution behavior in context.",AP Topic 7.8,exponential_context_model,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-ET-B-L01,MATH,7,7.5,exit_ticket_b,exit_ticket,et_b_l01,last,1,Use initial conditions to determine constants and produce particular solutions to separable differential equations.,I can retrieve recent learning.,AP Topic 7.8,initial_condition_constant,numeric,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-ET-B-M01,MATH,7,7.5,exit_ticket_b,exit_ticket,et_b_m01,mastery,2,Derivative and antiderivative relationships; algebraic manipulation; function notation; graph interpretation and units.,I can retrieve durable prerequisite learning.,AP Topic 7.8,derivative_relationship_retrieval,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
U7-S5-ET-C-C01,MATH,7,7.5,exit_ticket_c,exit_ticket,et_c_c01,current,2,Model and interpret exponential growth and decay from differential equations in contextual situations.,"I can build exponential growth or decay models from proportional-rate relationships and interpret the sign, units, parameters, and solution behavior in context.",AP Topic 7.8,exponential_context_model,expression,,"Unit 7 Assessment Plan + AP Calculus AB Course Framework; supplied AP Topic scoring guides consulted for authentic representations and rigor only, with no published question wording copied.",
